4-b-Kopplung-in Phase- Kupfer;4-b-Kopplung-in Phase- Kupfer;4-b-Kopplung-in Phase- Kupfer;4-b-Kopplung-in Phase- Kupfer;4-b-Kopplung-gegen Phase- Kupfer;4-b-Kopplung-gegen Phase- Kupfer;4-b-Kopplung-gegen Phase- Kupfer;4-b-Kopplung-gegen Phase- Kupfer;4-c-Kopplung-Schwebung- Kupfer;4-c-Kopplung-Schwebung- Kupfer;4-c-Kopplung-Schwebung- Kupfer;4-c-Kopplung-Schwebung- Kupfer
24.2;34.32;-0.1;0.43;24.2;41.82;0.23;0.01;24.2;46.76;0.28;-0.31
24.22;34.12;-0.1;0.54;24.22;42.28;0.23;-0.1;24.22;47.33;0.28;-0.41
24.24;33.94;-0.08;0.54;24.24;42.75;0.23;-0.22;24.24;47.88;0.27;-0.64
24.26;33.79;-0.07;0.53;24.26;43.2;0.22;-0.11;24.26;48.4;0.25;-0.65
24.28;33.65;-0.06;0.65;24.28;43.64;0.22;-0.09;24.28;48.9;0.24;-0.53
24.3;33.54;-0.05;0.55;24.3;44.09;0.22;-0.32;24.3;49.37;0.23;-0.63
24.32;33.46;-0.04;0.22;24.32;44.52;0.21;-0.44;24.32;49.83;0.22;-0.87
24.34;33.39;-0.04;0.19;24.34;44.93;0.2;-0.33;24.34;50.23;0.2;-0.74
24.36;33.3;-0.03;0.75;24.36;45.33;0.2;-0.2;24.36;50.63;0.19;0.55
24.38;33.26;-0.01;0.87;24.38;45.73;0.19;-0.42;24.38;50.98;0.22;2.13
24.4;33.26;0;0.75;24.4;46.11;0.18;-0.55;24.4;51.51;0.27;-0.42
24.42;33.28;0.02;0.77;24.42;46.45;0.17;-0.31;24.42;52.06;0.2;-3.74
24.44;33.35;0.03;0.44;24.44;46.8;0.17;-0.41;24.44;52.32;0.12;-2.58
24.46;33.42;0.04;0.31;24.46;47.13;0.16;-0.64;24.46;52.55;0.1;-0.98
24.48;33.5;0.05;0.54;24.48;47.42;0.14;-0.64;24.48;52.72;0.08;-0.75
24.5;33.6;0.06;0.55;24.5;47.7;0.13;-0.65;24.5;52.88;0.07;-0.74
24.52;33.74;0.07;0.32;24.52;47.94;0.12;-0.54;24.52;53;0.05;-0.87
24.54;33.88;0.07;0.42;24.54;48.16;0.11;-0.52;24.54;53.09;0.04;-0.75
24.56;34.03;0.09;0.65;24.56;48.37;0.1;-0.76;24.56;53.15;0.02;-0.74
24.58;34.22;0.1;0.54;24.58;48.55;0.08;-0.65;24.58;53.18;0.01;-0.97
24.6;34.42;0.11;0.43;24.6;48.68;0.07;-0.52;24.6;53.17;-0.02;-0.99
24.62;34.65;0.12;0.43;24.62;48.82;0.06;-0.75;24.62;53.12;-0.03;-0.65
24.64;34.89;0.12;0.43;24.64;48.91;0.04;-0.75;24.64;53.03;-0.04;-0.62
24.66;35.14;0.13;0.43;24.66;48.98;0.03;-0.75;24.66;52.95;-0.06;-0.97
24.68;35.42;0.14;0.43;24.68;49.02;0.01;-0.76;24.68;52.8;-0.08;-0.87
24.7;35.71;0.15;0.44;24.7;49.02;0;-0.65;24.7;52.63;-0.09;-2.27
24.72;36.02;0.16;0.33;24.72;49.01;-0.02;-0.65;24.72;52.43;-0.17;-2.38
24.74;36.34;0.16;0.21;24.74;48.96;-0.03;-0.64;24.74;51.95;-0.19;0.96
24.76;36.67;0.17;0.32;24.76;48.89;-0.04;-0.75;24.76;51.67;-0.13;-0.3
24.78;37.01;0.18;0.44;24.78;48.79;-0.06;-0.76;24.78;51.42;-0.2;-2.35
24.8;37.37;0.18;0.33;24.8;48.65;-0.07;-0.65;24.8;50.87;-0.23;0.51
24.82;37.75;0.19;0.11;24.82;48.5;-0.09;-0.65;24.82;50.51;-0.18;0.96
24.84;38.13;0.19;0.1;24.84;48.31;-0.1;-0.54;24.84;50.15;-0.19;-0.53
24.86;38.51;0.19;0.33;24.86;48.11;-0.11;-0.53;24.86;49.76;-0.2;-0.65
24.88;38.9;0.2;0.23;24.88;47.89;-0.12;-0.65;24.88;49.34;-0.21;-0.55
24.9;39.31;0.2;-0.01;24.9;47.63;-0.13;-0.65;24.9;48.9;-0.22;-0.43
24.92;39.71;0.2;0.21;24.92;47.36;-0.15;-0.55;24.92;48.45;-0.23;-0.44
24.94;40.12;0.21;0.23;24.94;47.05;-0.15;-0.42;24.94;47.97;-0.24;-0.32
24.96;40.55;0.21;-0.11;24.96;46.74;-0.16;-0.55;24.96;47.49;-0.24;-0.32
24.98;40.96;0.21;-0.01;24.98;46.4;-0.18;-0.44;24.98;46.99;-0.25;-0.34
25;41.37;0.21;0.12;25;46.03;-0.18;-0.32;25;46.47;-0.26;-0.11
25.02;41.81;0.21;-0.11;25.02;45.68;-0.19;-0.44;25.02;45.96;-0.26;-0.1
25.04;42.22;0.21;-0.11;25.04;45.28;-0.2;-0.33;25.04;45.44;-0.26;-0.22
25.06;42.63;0.21;0.01;25.06;44.88;-0.2;-0.22;25.06;44.91;-0.27;-0.22
25.08;43.04;0.21;-0.11;25.08;44.47;-0.21;-0.21;25.08;44.38;-0.27;-0.11
25.1;43.46;0.2;-0.11;25.1;44.06;-0.21;-0.33;25.1;43.83;-0.27;-7.06E-13
25.12;43.85;0.2;-0.1;25.12;43.63;-0.22;-0.23;25.12;43.29;-0.27;-0.01
25.14;44.27;0.2;-0.22;25.14;43.18;-0.22;0.01;25.14;42.74;-0.27;0.11
25.16;44.64;0.19;-0.1;25.16;42.75;-0.22;-0.11;25.16;42.21;-0.27;0.11
25.18;45.04;0.19;-0.2;25.18;42.31;-0.22;-0.11;25.18;41.67;-0.27;0.1
25.2;45.42;0.19;-0.44;25.2;41.86;-0.22;5.32E-13;25.2;41.14;-0.26;0.22
25.22;45.78;0.18;-0.33;25.22;41.41;-0.22;-0.01;25.22;40.62;-0.26;0.22
25.24;46.12;0.17;-0.21;25.24;40.96;-0.22;0.1;25.24;40.11;-0.25;0.22
25.26;46.47;0.17;-0.32;25.26;40.51;-0.22;0.22;25.26;39.61;-0.25;0.21
25.28;46.8;0.16;-0.32;25.28;40.08;-0.22;0.11;25.28;39.11;-0.25;0.32
25.3;47.11;0.16;-0.31;25.3;39.65;-0.22;-0.01;25.3;38.62;-0.24;0.43
25.32;47.42;0.15;-0.43;25.32;39.22;-0.22;0.2;25.32;38.16;-0.23;0.43
25.34;47.69;0.14;-0.43;25.34;38.79;-0.21;0.44;25.34;37.71;-0.22;0.43
25.36;47.97;0.13;-0.44;25.36;38.4;-0.2;0.32;25.36;37.28;-0.21;0.43
25.38;48.21;0.12;-0.31;25.38;38;-0.19;0.31;25.38;36.86;-0.2;0.43
25.4;48.45;0.12;-0.41;25.4;37.62;-0.19;0.54;25.4;36.47;-0.19;0.43
25.42;48.68;0.1;-0.66;25.42;37.26;-0.17;0.55;25.42;36.09;-0.19;0.53
25.44;48.87;0.09;-0.44;25.44;36.93;-0.16;0.32;25.44;35.72;-0.17;0.65
25.46;49.04;0.09;-0.3;25.46;36.6;-0.16;0.42;25.46;35.4;-0.16;0.54
25.48;49.22;0.08;-0.64;25.48;36.29;-0.15;0.54;25.48;35.09;-0.15;0.53
25.5;49.36;0.06;-0.67;25.5;36.01;-0.14;0.53;25.5;34.79;-0.14;0.66
25.52;49.46;0.05;-0.31;25.52;35.74;-0.13;0.65;25.52;34.53;-0.12;0.42
25.54;49.56;0.05;-0.41;25.54;35.51;-0.11;0.54;25.54;34.29;-0.12;0.63
25.56;49.65;0.04;-0.65;25.56;35.29;-0.1;0.53;25.56;34.05;-0.1;0.99
25.58;49.71;0.02;-0.54;25.58;35.1;-0.09;0.75;25.58;33.89;-0.08;0.54
25.6;49.74;0.01;-0.53;25.6;34.92;-0.07;0.76;25.6;33.72;-0.08;0.53
25.62;49.76;0.000933;-0.65;25.62;34.8;-0.06;0.53;25.62;33.58;-0.06;0.77
25.64;49.74;-0.01;-0.55;25.64;34.68;-0.05;0.64;25.64;33.48;-0.05;0.32
25.66;49.71;-0.02;-0.42;25.66;34.59;-0.04;0.76;25.66;33.39;-0.05;0.4
25.68;49.66;-0.03;-0.53;25.68;34.54;-0.02;0.65;25.68;33.28;-0.03;1.09
25.7;49.6;-0.04;-0.66;25.7;34.5;-0.01;0.65;25.7;33.26;0;0.77
25.72;49.49;-0.06;-0.44;25.72;34.5;0;0.64;25.72;33.26;-0.000416;0.3
25.74;49.37;-0.06;-0.31;25.74;34.52;0.02;0.75;25.74;33.26;0.01;0.85
25.76;49.25;-0.07;-0.53;25.76;34.57;0.03;0.76;25.76;33.29;0.03;0.99
25.78;49.1;-0.08;-0.65;25.78;34.65;0.05;0.64;25.78;33.4;0.05;0.43
25.8;48.93;-0.09;-0.55;25.8;34.75;0.06;0.65;25.8;33.48;0.05;0.42
25.82;48.73;-0.1;-0.32;25.82;34.89;0.07;0.53;25.82;33.6;0.06;0.54
25.84;48.52;-0.11;-0.42;25.84;35.04;0.08;0.64;25.84;33.74;0.07;0.42
25.86;48.3;-0.12;-0.55;25.86;35.21;0.1;0.76;25.86;33.89;0.08;0.54
25.88;48.04;-0.13;-0.32;25.88;35.44;0.11;0.54;25.88;34.06;0.09;0.54
25.9;47.78;-0.13;-0.42;25.9;35.66;0.12;0.54;25.9;34.27;0.1;0.43
25.92;47.51;-0.15;-0.56;25.92;35.92;0.13;0.54;25.92;34.47;0.11;0.43
25.94;47.2;-0.15;-0.22;25.94;36.19;0.14;0.43;25.94;34.71;0.12;0.43
25.96;46.89;-0.15;-0.09;25.96;36.48;0.15;0.42;25.96;34.95;0.13;0.43
25.98;46.58;-0.16;-0.32;25.98;36.79;0.16;0.54;25.98;35.23;0.14;0.44
26;46.26;-0.17;-0.44;26;37.12;0.17;0.55;26;35.5;0.15;0.33
26.02;45.91;-0.18;-0.33;26.02;37.48;0.18;0.32;26.02;35.81;0.15;0.21
26.04;45.55;-0.18;-0.21;26.04;37.84;0.18;0.32;26.04;36.1;0.15;0.32
26.06;45.19;-0.18;-0.32;26.06;38.21;0.19;0.33;26.06;36.43;0.16;0.33
26.08;44.81;-0.19;-0.34;26.08;38.61;0.2;0.21;26.08;36.76;0.17;0.22
26.1;44.42;-0.2;-0.11;26.1;39;0.2;0.32;26.1;37.1;0.17;0.11
26.12;44.02;-0.2;0.01;26.12;39.41;0.21;0.33;26.12;37.44;0.17;0.1
26.14;43.63;-0.2;-0.11;26.14;39.84;0.21;0.12;26.14;37.79;0.18;0.21
26.16;43.23;-0.2;-0.11;26.16;40.27;0.22;-0.11;26.16;38.15;0.18;0.22
26.18;42.82;-0.2;0.01;26.18;40.71;0.21;-0.01;26.18;38.51;0.18;0.12
26.2;42.42;-0.2;-0.11;26.2;41.12;0.21;0.23;26.2;38.89;0.19;-0.11
26.22;42.01;-0.21;-0.12;26.22;41.56;0.22;0.01;26.22;39.25;0.18;-0.01
26.24;41.6;-0.21;0.1;26.24;41.99;0.21;-0.11;26.24;39.61;0.18;0.12
26.26;41.18;-0.2;0.23;26.26;42.42;0.22;-0.11;26.26;39.99;0.19;-0.1
26.28;40.79;-0.2;0.01;26.28;42.85;0.21;-0.11;26.28;40.35;0.18;-0.21
26.3;40.39;-0.2;-0.12;26.3;43.27;0.21;-0.09;26.3;40.71;0.18;-0.22
26.32;39.98;-0.2;0.11;26.32;43.7;0.21;-0.33;26.32;41.05;0.17;-0.11
26.34;39.58;-0.2;0.11;26.34;44.09;0.2;-0.21;26.34;41.4;0.17;0.01
26.36;39.19;-0.2;0.1;26.36;44.49;0.2;-0.2;26.36;41.74;0.17;-0.09
26.38;38.79;-0.19;0.21;26.38;44.89;0.19;-0.44;26.38;42.09;0.17;-0.32
26.4;38.41;-0.19;0.32;26.4;45.25;0.18;-0.32;26.4;42.41;0.16;-0.34
26.42;38.03;-0.18;0.33;26.42;45.61;0.18;-0.31;26.42;42.72;0.15;-0.1
26.44;37.69;-0.18;0.21;26.44;45.95;0.17;-0.42;26.44;43.03;0.16;-0.2
26.46;37.32;-0.17;0.32;26.46;46.28;0.16;-0.54;26.46;43.34;0.15;-0.44
26.48;37;-0.16;0.33;26.48;46.59;0.15;-0.54;26.48;43.62;0.14;-0.22
26.5;36.67;-0.16;0.21;26.5;46.87;0.14;-0.42;26.5;43.89;0.14;-0.09
26.52;36.36;-0.16;0.32;26.52;47.15;0.13;-0.53;26.52;44.17;0.13;-0.42
26.54;36.05;-0.15;0.44;26.54;47.39;0.12;-0.64;26.54;44.43;0.12;-0.55
26.56;35.77;-0.14;0.32;26.56;47.61;0.1;-0.65;26.56;44.65;0.11;-0.32
26.58;35.5;-0.13;0.31;26.58;47.8;0.09;-0.54;26.58;44.88;0.11;-0.32
26.6;35.24;-0.13;0.54;26.6;47.98;0.08;-0.53;26.6;45.09;0.1;-0.32
26.62;35;-0.11;0.54;26.62;48.13;0.07;-0.64;26.62;45.28;0.1;-0.32
26.64;34.79;-0.1;0.43;26.64;48.26;0.06;-0.64;26.64;45.47;0.09;-0.44
26.66;34.58;-0.1;0.43;26.66;48.36;0.04;-0.64;26.66;45.62;0.08;-0.32
26.68;34.41;-0.09;0.43;26.68;48.43;0.03;-0.64;26.68;45.78;0.07;-0.32
26.7;34.23;-0.08;0.43;26.7;48.49;0.02;-0.75;26.7;45.92;0.07;-0.43
26.72;34.1;-0.07;0.42;26.72;48.51;0.000909;-0.77;26.72;46.04;0.06;-0.44
26.74;33.96;-0.06;0.54;26.74;48.49;-0.01;-0.53;26.74;46.14;0.05;-0.32
26.76;33.85;-0.05;0.54;26.76;48.46;-0.02;-0.64;26.76;46.23;0.04;-0.32
26.78;33.77;-0.04;0.53;26.78;48.41;-0.04;-0.76;26.78;46.32;0.03;-0.43
26.8;33.7;-0.03;0.66;26.8;48.3;-0.05;-0.65;26.8;46.37;0.03;-0.43
26.82;33.66;-0.01;0.43;26.82;48.21;-0.06;-0.65;26.82;46.42;0.02;-0.44
26.84;33.64;-0.01;0.42;26.84;48.05;-0.08;-0.54;26.84;46.44;0.01;-0.21
26.86;33.62;0;0.66;26.86;47.9;-0.09;-0.53;26.86;46.46;0.01;-0.2
26.88;33.66;0.02;0.43;26.88;47.71;-0.1;-0.65;26.88;46.48;0.000581;-0.44
26.9;33.69;0.02;0.42;26.9;47.51;-0.11;-0.65;26.9;46.46;-0.01;-0.32
26.92;33.74;0.03;0.66;26.92;47.27;-0.12;-0.55;26.92;46.44;-0.01;-0.32
26.94;33.83;0.05;0.44;26.94;47.01;-0.13;-0.42;26.94;46.41;-0.02;-0.34
26.96;33.93;0.05;0.31;26.96;46.74;-0.14;-0.54;26.96;46.36;-0.03;-0.09
26.98;34.03;0.06;0.64;26.98;46.44;-0.15;-0.55;26.98;46.31;-0.02;-0.31
27;34.17;0.08;0.66;27;46.12;-0.16;-0.32;27;46.26;-0.04;-0.57
27.02;34.34;0.09;0.32;27.02;45.79;-0.17;-0.32;27.02;46.15;-0.05;-0.11
27.04;34.51;0.09;0.42;27.04;45.45;-0.18;-0.43;27.04;46.07;-0.04;0.02
27.06;34.7;0.1;0.55;27.06;45.09;-0.18;-0.44;27.06;45.98;-0.05;-0.32
27.08;34.92;0.11;0.32;27.08;44.71;-0.19;-0.34;27.08;45.88;-0.06;-0.22
27.1;35.14;0.12;0.42;27.1;44.32;-0.2;-0.11;27.1;45.76;-0.06;-1.94
27.12;35.38;0.13;0.55;27.12;43.92;-0.2;-0.09;27.12;45.66;-0.13;-0.33
27.14;35.66;0.14;0.33;27.14;43.52;-0.2;-0.33;27.14;45.23;-0.07;3.44
27.16;35.93;0.14;0.21;27.16;43.11;-0.21;-0.23;27.16;45.38;0;0.01
27.18;36.23;0.15;0.32;27.18;42.68;-0.21;0;27.18;45.25;-0.07;-1.94
27.2;36.52;0.15;0.44;27.2;42.27;-0.21;-3.47E-14;27.2;45.11;-0.07;-0.11
27.22;36.84;0.16;0.33;27.22;41.84;-0.21;0.01;27.22;44.95;-0.07;0.01
27.24;37.17;0.17;0.21;27.24;41.43;-0.21;-0.11;27.24;44.82;-0.07;-0.11
27.26;37.51;0.17;0.32;27.26;41;-0.22;-0.01;27.26;44.66;-0.08;-0.11
27.28;37.85;0.18;0.33;27.28;40.56;-0.21;0.22;27.28;44.51;-0.08;2.76E-13
27.3;38.23;0.18;0.1;27.3;40.15;-0.21;0.22;27.3;44.35;-0.08;0.01
27.32;38.59;0.18;0.21;27.32;39.74;-0.2;0.22;27.32;44.2;-0.08;-0.11
27.34;38.97;0.19;0.23;27.34;39.34;-0.2;0.1;27.34;44.04;-0.08;-0.12
27.36;39.37;0.19;-0.01;27.36;38.95;-0.2;0.2;27.36;43.87;-0.08;0.1
27.38;39.74;0.19;0.1;27.38;38.55;-0.19;0.44;27.38;43.72;-0.08;0.23
27.4;40.14;0.2;0.22;27.4;38.19;-0.18;0.32;27.4;43.56;-0.07;0.01
27.42;40.53;0.2;0.12;27.42;37.82;-0.18;0.32;27.42;43.42;-0.08;-0.12
27.44;40.95;0.2;-0.11;27.44;37.48;-0.17;0.43;27.44;43.25;-0.08;0.11
27.46;41.34;0.2;-0.12;27.46;37.15;-0.16;0.43;27.46;43.11;-0.07;0.11
27.48;41.74;0.2;0.11;27.48;36.84;-0.15;0.43;27.48;42.96;-0.07;0.11
27.5;42.13;0.2;0.13;27.5;36.55;-0.14;0.42;27.5;42.82;-0.07;0.11
27.52;42.55;0.2;-0.21;27.52;36.27;-0.13;0.53;27.52;42.68;-0.07;6.94E-14
27.54;42.94;0.19;-0.23;27.54;36.01;-0.12;0.65;27.54;42.54;-0.07;-0.01
27.56;43.32;0.19;0.01;27.56;35.79;-0.11;0.54;27.56;42.41;-0.07;0.22
27.58;43.72;0.19;-0.1;27.58;35.58;-0.1;0.53;27.58;42.27;-0.06;0.23
27.6;44.09;0.19;-0.21;27.6;35.39;-0.09;0.76;27.6;42.17;-0.06;0.01
27.62;44.47;0.19;-0.21;27.62;35.23;-0.07;0.66;27.62;42.03;-0.06;-0.23
27.64;44.83;0.18;-0.21;27.64;35.11;-0.06;0.42;27.64;41.93;-0.07;0.07
27.66;45.2;0.18;-0.21;27.66;34.99;-0.05;0.64;27.66;41.75;-0.06;0.82
27.68;45.54;0.17;-0.21;27.68;34.9;-0.04;0.76;27.68;41.7;-0.04;-0.33
27.7;45.89;0.17;-0.32;27.7;34.85;-0.02;0.64;27.7;41.6;-0.07;-0.29
27.72;46.21;0.16;-0.33;27.72;34.81;-0.01;0.76;27.72;41.42;-0.05;1.14
27.74;46.52;0.16;-0.21;27.74;34.81;0.01;0.65;27.74;41.41;-0.02;0.03
27.76;46.83;0.15;-0.31;27.76;34.85;0.02;0.53;27.76;41.32;-0.05;-0.48
27.78;47.13;0.14;-0.43;27.78;34.88;0.03;0.76;27.78;41.22;-0.04;0.33
27.8;47.4;0.13;-0.43;27.8;34.96;0.05;0.65;27.8;41.15;-0.03;0.23
27.82;47.66;0.13;-0.43;27.82;35.06;0.06;0.53;27.82;41.08;-0.03;0.01
27.84;47.9;0.12;-0.43;27.84;35.18;0.07;0.64;27.84;41.01;-0.03;-0.11
27.86;48.13;0.11;-0.43;27.86;35.34;0.08;0.64;27.86;40.94;-0.04;-0.02
27.88;48.34;0.1;-0.44;27.88;35.51;0.09;0.65;27.88;40.85;-0.03;0.33
27.9;48.53;0.09;-0.31;27.9;35.71;0.11;0.54;27.9;40.8;-0.03;0.23
27.92;48.7;0.09;-0.41;27.92;35.94;0.12;0.53;27.92;40.75;-0.03;-0.11
27.94;48.87;0.07;-0.66;27.94;36.17;0.13;0.66;27.94;40.7;-0.03;-0.12
27.96;48.99;0.06;-0.43;27.96;36.45;0.14;0.44;27.96;40.63;-0.03;0.11
27.98;49.12;0.06;-0.41;27.98;36.74;0.15;0.31;27.98;40.58;-0.03;0.11
28;49.22;0.04;-0.65;28;37.03;0.15;0.54;28;40.53;-0.03;0.11
28.02;49.29;0.03;-0.55;28.02;37.36;0.17;0.55;28.02;40.47;-0.02;0.12
28.04;49.34;0.02;-0.43;28.04;37.7;0.18;0.33;28.04;40.44;-0.02;-0.11
28.06;49.38;0.01;-0.43;28.06;38.06;0.18;0.21;28.06;40.39;-0.03;-0.11
28.08;49.4;0;-0.43;28.08;38.42;0.18;0.32;28.08;40.34;-0.03;-5.73E-14
28.1;49.4;0;-0.42;28.1;38.8;0.19;0.44;28.1;40.29;-0.03;3.47E-14
28.12;49.38;-0.01;-0.53;28.12;39.19;0.2;0.33;28.12;40.23;-0.03;-0.01
28.14;49.35;-0.02;-0.65;28.14;39.61;0.21;0.11;28.14;40.18;-0.03;0.11
28.16;49.28;-0.04;-0.55;28.16;40.02;0.21;-6.94E-14;28.16;40.13;-0.02;0.12
28.18;49.2;-0.05;-0.43;28.18;40.43;0.21;-0.01;28.18;40.1;-0.02;-0.11
28.2;49.1;-0.06;-0.42;28.2;40.84;0.21;0.1;28.2;40.04;-0.03;-0.11
28.22;48.98;-0.06;-0.54;28.22;41.25;0.21;0.23;28.22;39.99;-0.03;9.2E-14
28.24;48.84;-0.08;-0.55;28.24;41.68;0.22;0.01;28.24;39.94;-0.03;1.21E-14
28.26;48.67;-0.09;-0.43;28.26;42.11;0.21;-0.11;28.26;39.89;-0.03;0.01
28.28;48.5;-0.09;-0.44;28.28;42.53;0.21;0.01;28.28;39.84;-0.03;-0.11
28.3;48.29;-0.1;-0.32;28.3;42.96;0.21;-0.21;28.3;39.79;-0.03;-0.12
28.32;48.09;-0.11;-0.32;28.32;43.37;0.2;-0.34;28.32;39.72;-0.03;0.11
28.34;47.87;-0.12;-0.43;28.34;43.77;0.2;-0.11;28.34;39.67;-0.03;0.01
28.36;47.63;-0.12;-0.43;28.36;44.16;0.2;-0.09;28.36;39.62;-0.03;-0.11
28.38;47.37;-0.13;-0.43;28.38;44.56;0.19;-0.32;28.38;39.55;-0.03;0.01
28.4;47.1;-0.14;-0.44;28.4;44.94;0.19;-0.32;28.4;39.5;-0.03;-0.11
28.42;46.81;-0.15;-0.33;28.42;45.3;0.18;-0.31;28.42;39.43;-0.03;-0.01
28.44;46.5;-0.15;-0.22;28.44;45.66;0.17;-0.43;28.44;39.36;-0.03;0.12
28.46;46.19;-0.16;-0.22;28.46;45.99;0.16;-0.42;28.46;39.31;-0.03;-0.11
28.48;45.86;-0.16;-0.21;28.48;46.32;0.16;-0.54;28.48;39.24;-0.03;-0.01
28.5;45.53;-0.17;-0.32;28.5;46.61;0.14;-0.54;28.5;39.17;-0.03;0.12
28.52;45.19;-0.18;-0.34;28.52;46.89;0.13;-0.43;28.52;39.12;-0.03;-0.11
28.54;44.83;-0.18;-0.11;28.54;47.15;0.13;-0.42;28.54;39.05;-0.03;-0.01
28.56;44.47;-0.18;-0.09;28.56;47.39;0.12;-0.53;28.56;38.98;-0.03;0.11
28.58;44.11;-0.18;-0.33;28.58;47.61;0.1;-0.65;28.58;38.93;-0.03;-6.69E-14
28.6;43.73;-0.19;-0.23;28.6;47.8;0.09;-0.54;28.6;38.86;-0.03;0
28.62;43.33;-0.19;-4.3E-13;28.62;47.98;0.08;-0.52;28.62;38.81;-0.03;-0.01
28.64;42.96;-0.19;-3.61E-13;28.64;48.13;0.07;-0.75;28.64;38.74;-0.03;0.11
28.66;42.56;-0.19;0.01;28.66;48.26;0.05;-0.77;28.66;38.69;-0.03;0.11
28.68;42.18;-0.19;-0.11;28.68;48.34;0.04;-0.53;28.68;38.63;-0.03;-0.01
28.7;41.79;-0.2;-0.12;28.7;48.41;0.03;-0.64;28.7;38.58;-0.03;0.1
28.72;41.39;-0.2;0.11;28.72;48.47;0.01;-0.76;28.72;38.53;-0.02;0.22
28.74;40.99;-0.19;0.11;28.74;48.47;0.000909;-0.64;28.74;38.5;-0.02;0.11
28.76;40.62;-0.19;-4.3E-13;28.76;48.47;-0.01;-0.65;28.76;38.46;-0.02;-0.01
28.78;40.22;-0.19;-0.01;28.78;48.42;-0.02;-0.65;28.78;38.43;-0.02;0.1
28.8;39.84;-0.19;0.1;28.8;48.37;-0.04;-0.65;28.8;38.39;-0.01;0.22
28.82;39.44;-0.19;0.22;28.82;48.27;-0.05;-0.65;28.82;38.37;-0.01;0.11
28.84;39.08;-0.18;0.1;28.84;48.17;-0.06;-0.65;28.84;38.36;-0.01;0.1
28.86;38.7;-0.19;0.21;28.86;48.02;-0.08;-0.53;28.86;38.34;0;0.22
28.88;38.34;-0.18;0.33;28.88;47.86;-0.08;-0.64;28.88;38.34;-0.00024;0.22
28.9;38;-0.17;0.22;28.9;47.68;-0.1;-0.77;28.9;38.34;0;0.21
28.92;37.65;-0.17;0.22;28.92;47.45;-0.12;-0.55;28.92;38.36;0.01;0.21
28.94;37.32;-0.16;0.21;28.94;47.21;-0.12;-0.43;28.94;38.37;0.01;0.22
28.96;37;-0.16;0.32;28.96;46.96;-0.13;-0.42;28.96;38.41;0.02;0.1
28.98;36.69;-0.15;0.43;28.98;46.68;-0.14;-0.54;28.98;38.44;0.02;0.21
29;36.39;-0.14;0.44;29;46.39;-0.15;-0.55;29;38.47;0.03;0.33
29.02;36.12;-0.13;0.33;29.02;46.07;-0.16;-0.43;29.02;38.54;0.03;0.1
29.04;35.86;-0.13;0.21;29.04;45.74;-0.17;-0.44;29.04;38.59;0.03;0.21
29.06;35.6;-0.13;0.32;29.06;45.38;-0.18;-0.32;29.06;38.66;0.04;0.32
29.08;35.36;-0.12;0.43;29.08;45.02;-0.18;-0.32;29.08;38.75;0.04;0.32
29.1;35.13;-0.11;0.42;29.1;44.64;-0.19;-0.33;29.1;38.83;0.05;0.33
29.12;34.93;-0.1;0.54;29.12;44.25;-0.2;-0.22;29.12;38.95;0.06;0.1
29.14;34.73;-0.09;0.55;29.14;43.85;-0.2;-0.22;29.14;39.05;0.06;0.21
29.16;34.58;-0.08;0.32;29.16;43.44;-0.21;-0.11;29.16;39.17;0.06;0.33
29.18;34.42;-0.07;0.42;29.18;43.03;-0.21;-0.1;29.18;39.31;0.07;0.21
29.2;34.28;-0.06;0.54;29.2;42.61;-0.21;-0.22;29.2;39.45;0.07;0.21
29.22;34.18;-0.05;0.42;29.22;42.18;-0.22;-0.11;29.22;39.6;0.08;0.32
29.24;34.08;-0.04;0.54;29.24;41.75;-0.22;4.77E-13;29.24;39.76;0.09;0.33
29.26;34.01;-0.03;0.54;29.26;41.32;-0.22;-0.01;29.26;39.95;0.09;0.1
29.28;33.95;-0.02;0.43;29.28;40.89;-0.22;0.1;29.28;40.12;0.09;0.21
29.3;33.92;-0.01;0.42;29.3;40.46;-0.21;0.23;29.3;40.3;0.1;0.33
29.32;33.9;0;0.54;29.32;40.05;-0.21;0.000264;29.32;40.51;0.1;0.11
29.34;33.9;0.01;0.55;29.34;39.64;-0.21;-0.02;29.34;40.72;0.1;0.09
29.36;33.93;0.02;0.31;29.36;39.2;-0.21;0.32;29.36;40.92;0.11;0.33
29.38;33.97;0.02;0.53;29.38;38.81;-0.2;0.32;29.38;41.15;0.12;0.22
29.4;34.02;0.04;0.77;29.4;38.41;-0.19;0.32;29.4;41.39;0.12;0.09
29.42;34.12;0.05;0.44;29.42;38.03;-0.19;0.32;29.42;41.61;0.12;0.33
29.44;34.22;0.06;0.32;29.44;37.67;-0.18;0.31;29.44;41.87;0.13;0.23
29.46;34.34;0.06;0.43;29.46;37.31;-0.17;0.54;29.46;42.12;0.13;2.87E-13
29.48;34.48;0.07;0.42;29.48;36.98;-0.16;0.44;29.48;42.38;0.13;-0.01
29.5;34.63;0.08;0.54;29.5;36.67;-0.16;0.31;29.5;42.64;0.13;0.1
29.52;34.8;0.09;0.55;29.52;36.36;-0.15;0.54;29.52;42.9;0.13;0.23
29.54;35.01;0.1;0.32;29.54;36.08;-0.13;0.54;29.54;43.17;0.14;0.01
29.56;35.21;0.11;0.32;29.56;35.82;-0.13;0.53;29.56;43.45;0.13;-0.12
